年季,公司代號,公司名稱,營業收入,營業成本,營業毛利（毛損）,未實現銷貨（損）益,已實現銷貨（損）益,營業毛利（毛損）淨額,營業費用,其他收益及費損淨額,營業利益（損失）,營業外收入及支出,稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,其他綜合損益（淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
2015/03,1455,集盛,11492164,11249938,242226,--,--,242226,341509,--,-99283,207664,108381,-2818,111199,--,--,111199,325,--,111524,111199,--,--,111524,--,--,0.18
2015/03,1456,怡華,432768,372067,60701,--,--,60701,73300,166,-12433,-45682,-58115,0,-58115,--,--,-58115,26247,--,-31868,-58115,--,--,-31868,--,--,-0.27
2015/03,1457,宜進,3073562,2817918,255644,--,--,255644,191332,--,64312,443356,507668,17397,490271,--,--,490271,4747,--,495018,450693,--,39578,455332,--,39686,1.71
2015/03,1459,聯發紡織,2940447,2677412,263035,--,--,263035,121374,--,141661,147405,289066,40969,248097,--,--,248097,-728488,--,-480391,244683,--,3414,-483805,--,3414,0.78
2015/03,1460,宏遠,6016343,4885987,1130356,--,--,1130356,825880,-6496,297980,13443,311423,43286,268137,--,--,268137,-49522,--,218615,268142,--,-5,218620,--,-5,0.61
2015/03,1463,強盛染整,380994,314111,66883,--,--,66883,57446,--,9437,46379,55816,3704,52112,0,--,52112,1200,--,53312,52067,--,45,53267,--,45,0.32
2015/03,1464,得力實業,4933094,4057407,875687,--,--,875687,607854,5962,273795,99337,373132,83532,289600,--,--,289600,55057,--,344657,219612,--,69988,238836,--,105821,0.96
2015/03,1465,偉全實業,1791839,1539587,252252,--,--,252252,179783,--,72469,51420,123889,13138,110751,--,--,110751,-30574,--,80177,84989,--,25762,82699,--,-2522,0.82
2015/03,1466,聚隆,3117779,2904131,213648,0,0,213648,210786,--,2862,11721,14583,2493,12090,0,--,12090,0,--,12090,12090,0,0,12090,0,0,0.11
2015/03,1467,南緯實業,5337678,4348001,989677,--,--,989677,923318,--,66359,-32103,34256,42549,-8293,--,--,-8293,-108553,--,-116846,40247,--,-48540,-69493,--,-47353,0.19
2015/03,1468,昶和纖維,452495,400491,52004,--,--,52004,89318,--,-37314,-5386,-42700,0,-42700,--,--,-42700,-615,--,-43315,-36079,--,-6621,-36543,--,-6772,-0.22
2015/03,1469,理隆纖維,341664,292366,49298,--,--,49298,41023,--,8275,-1261,7014,1937,5077,--,--,5077,12340,--,17417,5077,--,0,17417,--,0,0.04
2015/03,1470,大統染,578005,454678,123327,--,--,123327,73967,420,49780,3179,52959,10194,42765,--,--,42765,-3791,--,38974,--,--,--,--,--,--,0.50
2015/03,1471,首利,1397314,1498661,-101347,--,--,-101347,178749,--,-280096,45627,-234469,823,-235292,--,--,-235292,-24342,--,-259634,-235292,--,--,-259634,--,--,-1.17
2015/03,1472,三洋紡,589105,589886,-781,--,--,-781,52148,46324,-6605,-9171,-15776,3511,-19287,--,--,-19287,-8254,--,-27541,-17388,--,-1899,-25642,--,-1899,-0.24
2015/03,1473,台南企業,7056809,5908565,1148244,--,--,1148244,1357110,--,-208866,160571,-48295,92265,-140560,--,--,-140560,76432,--,-64128,85742,--,-226302,151284,--,-215412,0.59
2015/03,1474,弘裕,2588027,2305367,282660,--,--,282660,195163,--,87497,13943,101440,19748,81692,--,--,81692,5515,--,87207,81692,--,--,87207,--,--,0.63
2015/03,1475,本盟光電,167032,176090,-9058,--,--,-9058,37784,--,-46842,-10694,-57536,-112,-57424,--,--,-57424,-2960,--,-60384,-37776,--,-19648,-38510,--,-21874,-0.72
2015/03,1476,儒鴻,18275760,13238300,5037460,--,--,5037460,1612105,--,3425355,263346,3688701,711262,2977439,--,--,2977439,99889,--,3077328,2977439,--,0,3077328,--,0,11.41
2015/03,1477,聚陽實業,17744097,13531174,4212923,--,--,4212923,2157701,--,2055222,58165,2113387,396489,1716898,--,--,1716898,156593,--,1873491,1701454,--,15444,1856731,--,16760,8.59
2015/03,1503,士電,14770875,11714891,3055984,--,--,3055984,2155091,--,900893,341148,1242041,269911,972130,--,--,972130,-22810,--,949320,928437,--,43693,904951,--,44369,1.78
2015/03,1504,東元電機,36123359,26914177,9209182,8734,10265,9210713,6358733,--,2851980,912696,3764676,913089,2851587,--,--,2851587,-3437185,--,-585598,2606509,--,245078,-695962,--,110364,1.32
2015/03,1506,正道,1169040,962452,206588,--,--,206588,175279,--,31309,6818,38127,6695,31432,--,--,31432,-73187,--,-41755,32612,--,-1180,-20765,--,-20990,0.27
2015/03,1507,永大機電,17681758,12922139,4759619,--,--,4759619,2845312,--,1914307,120243,2034550,527705,1506845,0,--,1506845,19647,--,1526492,1478744,--,28101,1498391,--,28101,3.62
2015/03,1512,瑞利,2632033,2354675,277358,--,--,277358,410211,--,-132853,-9434,-142287,29893,-172180,--,--,-172180,-7873,--,-180053,-168656,--,-3524,-178831,--,-1222,-0.93
2015/03,1513,中興電,7111218,5434842,1676376,--,--,1676376,1167993,--,508383,177170,685553,143849,541704,--,--,541704,-39530,--,502174,545678,--,-3974,503246,--,-1072,1.33
2015/03,1514,亞力電機,2639374,2294683,344691,0,3010,347701,277809,--,69892,59848,129740,19160,110580,--,--,110580,466,--,111046,109522,--,1058,109440,--,1606,0.55
2015/03,1515,力山,2582736,2002923,579813,--,--,579813,439038,--,140775,28321,169096,42196,126900,--,--,126900,-44177,--,82723,125468,--,1432,81050,--,1673,0.69
2015/03,1516,川飛,191999,178293,13706,--,--,13706,10775,0,2931,74492,77423,107,77316,0,--,77316,0,--,77316,--,--,--,--,--,--,3.40
2015/03,1517,利奇機械,2642495,2266192,376303,--,--,376303,268344,--,107959,81576,189535,50277,139258,--,--,139258,176,--,139434,122075,--,17183,122845,--,16589,0.54
2015/03,1519,華城電機,3643426,2980136,663290,--,--,663290,440372,--,222918,-8267,214651,63884,150767,--,--,150767,-21004,--,129763,150645,--,122,129645,--,118,0.58
2015/03,1521,大億,4300776,3550206,750570,1113,8884,758341,386119,-462,371760,68301,440061,67722,372339,--,--,372339,-3736,--,368603,372339,--,--,368603,--,--,4.88
2015/03,1522,堤維西,11238578,8815865,2422713,317,1730,2424126,1801999,--,622127,188919,811046,210989,600057,0,--,600057,9485,--,609542,526126,--,73931,520975,--,88567,1.69
2015/03,1524,耿鼎企業,1798653,1492771,305882,--,--,305882,240381,--,65501,-371824,-306323,-51814,-254509,--,--,-254509,--,--,-254509,-254509,--,--,-254509,--,--,-1.42
2015/03,1525,江申工業,909877,813277,96600,--,--,96600,70611,--,25989,278577,304566,33191,271375,--,--,271375,57145,--,328520,271375,--,--,328520,--,--,3.92
2015/03,1526,日馳,689332,532192,157140,--,--,157140,90113,--,67027,20450,87477,15287,72190,0,--,72190,3341,--,75531,72190,--,--,75531,--,--,1.44
2015/03,1527,鑽全,2607357,1838645,768712,--,--,768712,267593,--,501119,432344,933463,212443,721020,--,--,721020,116411,--,837431,--,--,--,--,--,--,4.78
2015/03,1528,恩德,2393386,1680839,712547,--,--,712547,706070,--,6477,5948,12425,3862,8563,--,--,8563,4742,--,13305,9514,--,-951,13908,--,-603,0.06
2015/03,1529,樂士,61086,54719,6367,--,--,6367,21600,--,-15233,-34323,-49556,0,-49556,--,--,-49556,--,--,-49556,-49539,--,-17,-49539,--,-17,-0.17
2015/03,1530,亞崴機電,2840736,2262862,577874,2989,0,574885,385106,--,189779,120379,310158,73635,236523,--,--,236523,12379,--,248902,235840,--,683,248219,--,683,2.57
2015/03,1531,高林股,1980372,1572893,407479,--,--,407479,331722,--,75757,93243,169000,40075,128925,--,--,128925,-44330,--,84595,128925,--,0,84595,--,0,0.70
2015/03,1532,勤美,12727606,9762115,2965491,--,--,2965491,1450910,7203,1521784,-31371,1490413,254943,1235470,--,--,1235470,235799,--,1471269,720773,--,514697,878362,--,592907,1.83
2015/03,1533,車王電,1853991,1205135,648856,--,--,648856,491461,--,157395,24079,181474,59163,122311,--,--,122311,-42435,--,79876,122312,--,-1,79877,--,-1,1.29
2015/03,1535,中宇,7121127,6441838,679289,--,--,679289,381218,--,298071,165620,463691,82371,381320,--,--,381320,-29726,--,351594,381320,--,0,351594,--,0,3.08
2015/03,1536,和大工業,3860173,2494397,1365776,--,--,1365776,463881,--,901895,60974,962869,170636,792233,--,--,792233,15308,--,807541,790756,--,1477,806016,--,1525,3.37
2015/03,1537,廣隆光電,5239105,4190442,1048663,--,--,1048663,341996,--,706667,70825,777492,187566,589926,--,--,589926,70291,--,660217,564380,--,25546,634583,--,25634,6.92
2015/03,1538,正峰新,594611,504211,90400,--,--,90400,140239,--,-49839,35368,-14471,0,-14471,--,--,-14471,12453,--,-2018,-14471,--,--,-2018,--,--,-0.17
2015/03,1539,巨庭機械,2142881,1834504,308377,--,--,308377,96128,--,212249,42168,254417,51735,202682,--,--,202682,-92,--,202590,202682,--,--,202590,--,--,3.10
2015/03,1540,喬福機械,709331,551049,158282,--,--,158282,73292,--,84990,18225,103215,17258,85957,--,--,85957,--,--,85957,85951,--,6,85951,--,6,1.08
2015/03,1541,錩泰,2284271,1826081,458190,--,--,458190,241236,--,216954,55377,272331,48367,223964,--,--,223964,4528,--,228492,223964,--,--,228492,--,--,2.84
2015/03,1558,伸興,4617882,3432885,1184997,--,--,1184997,440506,--,744491,164209,908700,220339,688361,--,--,688361,12963,--,701324,681595,--,6766,694558,--,6766,11.26
2015/03,1560,中砂,3099794,2139038,960756,--,--,960756,409417,--,551339,13497,564836,98117,466719,--,--,466719,-553,0,466166,--,--,--,--,--,--,3.31
2015/03,1568,倉佑,1738610,1456444,282166,0,0,282166,150467,0,131699,-1039,130660,31487,99173,-329,--,98844,12058,--,110902,93563,--,5281,102970,--,7932,0.91
2015/03,1582,信錦,7145719,5554351,1591368,--,--,1591368,776917,--,814451,115815,930266,321677,608589,--,--,608589,16351,--,624940,608589,--,0,624940,--,0,4.06
2015/03,1583,程泰,5358128,3908280,1449848,--,--,1449848,842894,--,606954,199388,806342,186637,619705,--,--,619705,32335,--,652040,494726,--,124979,520280,--,131760,4.95
2015/03,1589,F-永冠,6180451,4235447,1945004,--,--,1945004,887053,--,1057951,166792,1224743,314862,909881,--,--,909881,-17580,--,892301,911181,--,-1300,900448,--,-8147,8.42
2015/03,1590,F-亞德,6632907,3185556,3447351,0,0,3447351,1831737,--,1615614,-126016,1489598,423105,1066493,--,--,1066493,125821,--,1192314,1061312,--,5181,1187157,--,5157,5.93
2015/03,1592,F-英瑞,3928150,2642100,1286050,--,--,1286050,1028333,-5,257712,-17809,239903,62908,176995,--,--,176995,7052,--,184047,176995,--,--,184047,--,--,1.76
2015/03,1603,華電,2203294,2012299,190995,--,--,190995,123184,14074,81885,228413,310298,3234,307064,--,--,307064,-110698,--,196366,307045,--,19,196421,--,-55,1.08
2015/03,1604,聲寶,7659174,5810940,1848234,--,--,1848234,1653003,--,195231,303706,498937,11462,487475,--,--,487475,6535,--,494010,473061,--,14414,479596,--,14414,0.93
2015/03,1605,華新,111900156,107963652,3936504,-875,--,3937379,2725133,--,1212246,598329,1810575,590228,1220347,--,--,1220347,-2309792,--,-1089445,1178633,--,41714,-1070267,--,-19178,0.33
2015/03,1608,華榮,6396762,6534839,-138077,--,--,-138077,133578,--,-271655,-175395,-447050,-44189,-402861,--,--,-402861,-1122156,--,-1525017,-209974,--,-192887,-1326496,--,-198521,-0.49
2015/03,1609,大亞電線,11646471,11345519,300952,--,--,300952,646662,--,-345710,-190229,-535939,-32771,-503168,--,--,-503168,-18510,--,-521678,-475412,--,-27756,-500525,--,-21153,-0.84
2015/03,1611,中電,1998618,1528588,470030,307,0,469723,450659,--,19064,91927,110991,37816,73175,--,--,73175,-85056,--,-11881,74046,--,-871,-11010,--,-871,0.19
2015/03,1612,宏泰,2388743,2340164,48579,--,--,48579,133397,--,-84818,113473,28655,-5543,34198,--,--,34198,-216517,--,-182319,35434,--,-1236,-181077,--,-1242,0.11
2015/03,1613,台一,26764100,26246824,517276,0,0,517276,442745,--,74531,-442570,-368039,50728,-418767,--,--,-418767,-115130,--,-533897,-410077,--,-8690,-523053,--,-10844,-1.80
2015/03,1614,三洋電,4108120,3368882,739238,--,--,739238,505743,--,233495,7704,241199,40983,200216,--,--,200216,-23800,--,176416,199115,--,1101,175315,--,1101,0.77
2015/03,1615,大山,1917311,1801318,115993,--,--,115993,83049,--,32944,-11108,21836,3472,18364,0,--,18364,-522,--,17842,18364,0,0,17842,0,0,0.16
2015/03,1616,億泰,2675663,2609820,65843,--,--,65843,157492,--,-91649,505516,413867,196693,217174,--,--,217174,21684,--,238858,217174,--,--,238858,--,--,1.15
2015/03,1617,榮星電線,2211581,2020559,191022,--,--,191022,172456,--,18566,22444,41010,5811,35199,--,--,35199,9904,--,45103,34837,--,362,45468,--,-365,0.24
2015/03,1618,合機公司,1389866,1344288,45578,--,--,45578,96346,--,-50768,21453,-29315,-2612,-26703,--,--,-26703,-146387,--,-173090,-26703,--,0,-173090,--,0,-0.11
2015/03,1626,F-艾美,8858058,7210684,1647374,10349,9491,1646516,1613183,0,33333,-27456,5877,802,5075,--,--,5075,33812,--,38887,5075,0,--,38887,--,--,0.04
2015/03,1701,中化,4196604,2972512,1224092,--,--,1224092,1019204,--,204888,198316,403204,74877,328327,--,--,328327,-170225,--,158102,323659,--,4668,153434,--,4668,1.09
2015/03,1702,南僑化工,11473501,7362125,4111376,--,--,4111376,2678816,--,1432560,-180662,1251898,393071,858827,--,--,858827,25544,--,884371,820863,--,37964,846276,--,38095,3.31
2015/03,1704,榮化,26651101,23493393,3157708,--,--,3157708,1691941,--,1465767,7262830,8728597,274706,8453891,--,--,8453891,447323,--,8901214,8661523,--,-207632,9108845,--,-207631,10.15
2015/03,1707,葡萄王,5237333,631556,4605777,--,--,4605777,3321534,--,1284243,54875,1339118,242420,1096698,--,--,1096698,4878,--,1101576,743749,--,352949,748627,--,352949,5.71
2015/03,1708,東鹼,3550880,2371417,1179463,--,--,1179463,422468,--,756995,41448,798443,156508,641935,--,--,641935,104103,--,746038,616116,--,25819,719729,--,26309,3.37
2015/03,1709,和益化工,7298375,6089160,1209215,--,--,1209215,533809,--,675406,47191,722597,120318,602279,--,--,602279,2466,--,604745,543508,--,58771,545974,--,58771,1.26
2015/03,1710,東聯,10485196,9200596,1284600,--,--,1284600,610898,--,673702,-594959,78743,17177,61566,--,--,61566,-316556,--,-254990,222637,--,-161071,-88494,--,-166496,0.26
2015/03,1711,永光化學,7166771,5491831,1674940,--,--,1674940,1175562,--,499378,63099,562477,107797,454680,--,--,454680,-105802,--,348878,447016,--,7664,336923,--,11955,0.86
2015/03,1712,興農,13462132,10021141,3440991,--,--,3440991,2890847,--,550144,-346618,203526,48185,155341,--,--,155341,-23166,--,132175,151068,--,4273,128017,--,4158,0.44
2015/03,1713,國化,521649,438216,83433,--,--,83433,44499,--,38934,21722,60656,7434,53222,--,--,53222,-2070,--,51152,--,--,--,--,--,--,0.35
2015/03,1714,和桐化學,30423078,28845658,1577420,--,--,1577420,1563553,--,13867,220990,234857,83612,151245,--,--,151245,47762,--,199007,524686,--,-373441,533993,--,-334986,0.56
2015/03,1715,萬洲化學,8941610,7921799,1019811,--,--,1019811,757633,--,262178,19407,281585,87282,194303,--,--,194303,115929,--,310232,224872,-45070,14501,328576,-44529,26185,0.56
2015/03,1717,長興材料,28935133,22582428,6352705,--,--,6352705,3907201,--,2445504,-6165,2439339,466196,1973143,--,--,1973143,322959,--,2296102,1978308,--,-5165,2300908,--,-4806,1.94
2015/03,1720,生達化學,2404995,1300783,1104212,--,--,1104212,794433,--,309779,72127,381906,93733,288173,--,--,288173,4057,--,292230,271380,--,16793,275125,--,17105,1.52
2015/03,1721,三晃,1071649,927166,144483,--,--,144483,109955,--,34528,11418,45946,0,45946,--,--,45946,-3435,--,42511,45946,--,--,42511,--,--,0.55
2015/03,1722,台肥,12272438,10014390,2258048,--,--,2258048,1083229,--,1174819,324395,1499214,169045,1330169,--,--,1330169,332637,--,1662806,1330169,--,--,1662806,--,--,1.36
2015/03,1723,中碳,4572537,3308927,1263610,--,--,1263610,260084,--,1003526,207357,1210883,164285,1046598,--,--,1046598,-347444,--,699154,1046545,--,53,698770,0,384,4.53
2015/03,1724,台硝,1290597,1066042,224555,--,--,224555,143575,6598,87578,14860,102438,10730,91708,--,--,91708,-317,--,91391,91708,--,--,91391,--,--,0.72
2015/03,1725,元禎,6893916,6587848,306068,--,--,306068,176811,--,129257,64594,193851,25866,167985,--,--,167985,-167515,--,470,167985,--,0,470,--,0,0.92
2015/03,1726,永記造漆,5973609,4252545,1721064,--,--,1721064,825480,0,895584,53648,949232,231239,717993,--,--,717993,-68690,--,649303,717993,--,0,649303,--,0,4.43
2015/03,1727,中華化學,1644580,1426661,217919,--,--,217919,133471,--,84448,-1006,83442,10405,73037,--,--,73037,1488,--,74525,73284,--,-247,74600,--,-75,0.66
2015/03,1729,必翔實業,1054384,794513,259871,--,--,259871,285771,--,-25900,50233,24333,14140,10193,--,--,10193,21839,--,32032,-13076,--,23269,8763,--,23269,-0.07
2015/03,1730,花仙子,1422195,778738,643457,--,--,643457,511254,--,132203,16682,148885,36549,112336,--,--,112336,4698,--,117034,101755,0,10581,105370,0,11664,1.90
2015/03,1731,美吾華,1022067,552051,470016,--,--,470016,392076,28,77968,-10397,67571,11126,56445,--,--,56445,1286,--,57731,56445,--,--,57731,--,--,0.42
2015/03,1732,毛寶,446844,261778,185066,--,--,185066,192204,--,-7138,2121,-5017,-300,-4717,--,--,-4717,640,--,-4077,-4717,--,--,-4077,--,--,-0.11
2015/03,1733,五鼎,1367797,992337,375460,--,--,375460,176041,--,199419,19868,219287,32939,186348,--,--,186348,-303,--,186045,186568,--,-220,186365,--,-320,1.89
2015/03,1734,杏輝藥品,1537699,1015215,522484,--,--,522484,689006,--,-166522,23011,-143511,8809,-152320,--,--,-152320,69353,--,-82967,-52809,--,-99511,-21684,--,-61283,-0.33
2015/03,1735,日勝化,2584000,2082157,501843,--,--,501843,364727,--,137116,-6714,130402,45930,84472,--,--,84472,11303,--,95775,88760,--,-4288,101921,--,-6146,0.89
2015/03,1736,喬山健康,11138402,6153803,4984599,--,--,4984599,4834489,--,150110,70085,220195,219224,971,--,--,971,1960,--,2931,1484,--,-513,3444,--,-513,0.00
2015/03,1737,臺鹽,2097132,1295869,801263,--,--,801263,540464,--,260799,19145,279944,43836,236108,--,--,236108,-16420,--,219688,236108,--,--,219688,--,--,1.18
2015/03,1762,中化合成,805516,571698,233818,--,--,233818,224224,--,9594,237829,247423,1592,245831,--,--,245831,-15889,--,229942,245862,--,-31,229958,--,-16,3.17
2015/03,1773,勝一化工,4940369,3966556,973813,--,--,973813,520984,--,452829,89861,542690,93521,449169,--,--,449169,12227,--,461396,449169,--,0,461396,--,0,2.99
2015/03,1783,和康生技,196967,121486,75481,--,--,75481,110368,--,-34887,901,-33986,569,-34555,0,--,-34555,-26,--,-34581,-34555,--,0,-34581,--,0,-0.49
2015/03,1786,科妍,202780,83087,119693,--,--,119693,83510,--,36183,7985,44168,0,44168,--,--,44168,-7,--,44161,44168,--,--,44161,--,--,0.84
2015/03,1789,台灣神隆,2925099,1762669,1162430,--,--,1162430,676680,--,485750,85082,570832,131092,439740,--,--,439740,13959,--,453699,439740,--,--,453699,--,--,0.60
2015/03,1802,台玻,30332940,29041233,1291707,--,--,1291707,3775965,-9079,-2493337,-1191535,-3684872,82536,-3767408,--,--,-3767408,-223333,--,-3990741,-3363748,--,-403660,-3572769,--,-417972,-1.41
2015/03,1805,寶徠,98315,89106,9209,--,--,9209,89529,--,-80320,7963,-72357,2,-72359,--,--,-72359,--,--,-72359,-72359,--,--,-72359,--,--,-0.90
2015/03,1806,冠軍,4486969,3090545,1396424,--,--,1396424,1185237,--,211187,-147535,63652,111373,-47721,--,--,-47721,146671,--,98950,-47721,--,0,98950,--,0,-0.11
2015/03,1808,潤隆,3890592,2751923,1138669,--,--,1138669,346531,0,792138,-62554,729584,29994,699590,--,--,699590,--,--,699590,--,--,--,--,--,--,3.36
2015/03,1809,中釉,2127075,1674856,452219,--,--,452219,400861,-1320,50038,21889,71927,24748,47179,--,--,47179,68030,--,115209,62962,--,-15783,117337,--,-2128,0.33
2015/03,1810,和成,4276109,3096417,1179692,--,--,1179692,1086812,--,92880,65959,158839,53593,105246,--,--,105246,-218977,--,-113731,109265,--,-4019,-109258,--,-4473,0.30
2015/03,1817,凱撒衛浴,1560779,1067880,492899,--,--,492899,273749,90,219240,2254,221494,62421,159073,--,--,159073,-6998,--,152075,159073,--,--,152075,--,--,2.19
2015/03,1902,台紙,4704530,4052317,652213,--,--,652213,438900,--,213313,59642,272955,75344,197611,--,--,197611,2104,--,199715,185858,--,11753,191479,--,8236,0.46
2015/03,1903,士紙,185823,207613,-21790,--,--,-21790,164773,--,-186563,69547,-117016,0,-117016,0,--,-117016,-212661,--,-329677,-117016,--,0,-329677,--,0,-0.45
2015/03,1904,正隆,32367624,26991532,5376092,--,--,5376092,3948224,--,1427868,-221623,1206245,298641,907604,--,--,907604,227552,--,1135156,1101376,--,-193772,1257968,--,-122812,0.99
2015/03,1905,華紙,15543008,13865641,1677367,--,--,1677367,1095086,-521,581760,71072,652832,15339,637493,--,--,637493,-278379,--,359114,588277,--,49216,330336,--,28778,0.49
